,phase,library
cell_6683422,S,Fibroblast
cell_6685688,G1-G0 transition,Fibroblast
cell_6685840,G1,Fibroblast
cell_6688296,G1-G0 transition,Fibroblast
cell_6690436,S,Fibroblast
cell_6690691,S,Fibroblast
cell_6690720,G1-G0 transition,Fibroblast
cell_6691546,G0,Fibroblast
cell_6695006,G1-G0 transition,Fibroblast
cell_6695485,G2M,Fibroblast
cell_6697819,S,Fibroblast
cell_6700744,G2M,Fibroblast
cell_6701154,G1-G0 transition,Fibroblast
cell_6703475,G2M,Fibroblast
cell_6705207,G1,Fibroblast
cell_6706311,G1,Fibroblast
cell_6709103,G1-G0 transition,Fibroblast
cell_6710242,G1,Fibroblast
cell_6710360,G1,Fibroblast
cell_6714739,G0,Fibroblast
cell_6717061,S,Fibroblast
cell_6718394,G0,Fibroblast
cell_6719458,G1-G0 transition,Fibroblast
cell_6721313,G1,Fibroblast
cell_6721662,G1-G0 transition,Fibroblast
cell_6725853,S,Fibroblast
cell_6725861,S,Fibroblast
cell_6726075,S,Fibroblast
cell_6726351,G0,Fibroblast
cell_6726948,G0,Fibroblast
cell_6728140,G0,Fibroblast
cell_6728409,S,Fibroblast
cell_6732087,G0,Fibroblast
cell_6733192,G1,Fibroblast
cell_6734168,G1-G0 transition,Fibroblast
cell_6736877,S,Fibroblast
cell_6738209,G0,Fibroblast
cell_6739364,G2M,Fibroblast
cell_6742838,G1,Fibroblast
cell_6743226,G0,Fibroblast
cell_6744263,G1,Fibroblast
cell_6744584,G1,Fibroblast
cell_6744872,G1-G0 transition,Fibroblast
cell_6744933,G1,Fibroblast
cell_6748548,S,Fibroblast
cell_6749101,G0,Fibroblast
cell_6752294,G0,Fibroblast
cell_6752826,G1,Fibroblast
cell_6752985,G0,Fibroblast
cell_6753982,G1,Fibroblast
cell_6755001,G0,Fibroblast
cell_6760946,G0,Fibroblast
cell_6762956,G0,Fibroblast
cell_6768327,G2M,Fibroblast
cell_6769233,G1,Fibroblast
cell_6769811,G1,Fibroblast
cell_6770313,G0,Fibroblast
cell_6771360,G1-G0 transition,Fibroblast
cell_6772664,G1,Fibroblast
cell_6774692,G0,Fibroblast
cell_6775966,S,Fibroblast
cell_6777580,G0,Fibroblast
cell_6781181,G2M,Fibroblast
cell_6787570,G0,Fibroblast
cell_6788202,G0,Fibroblast
cell_6789106,G0,Fibroblast
cell_6789509,G0,Fibroblast
cell_6789519,G2M,Fibroblast
cell_6789658,G0,Fibroblast
cell_6789722,G2M,Fibroblast
cell_6790510,G0,Fibroblast
cell_6790593,G1-G0 transition,Fibroblast
cell_6792757,G1-G0 transition,Fibroblast
cell_6794226,G1,Fibroblast
cell_6794481,G0,Fibroblast
cell_6794514,G0,Fibroblast
