,Gene_stable_ID,human_genes,mouse_genes,Mouse_gene_stable_ID
73250,ENSG00000149554,CHEK1,Chek1,ENSMUSG00000032113
73255,ENSG00000143933,CALM2,Calm2,ENSMUSG00000036438
73257,ENSG00000141510,TP53,Trp53,ENSMUSG00000059552
73258,ENSG00000153560,UBP1,Ubp1,ENSMUSG00000009741
73260,ENSG00000119888,EPCAM,Epcam,ENSMUSG00000045394
73261,ENSG00000252255,RNU2-35P,Gm25887,ENSMUSG00000088402
73262,ENSG00000134940,ACRV1,Acrv1,ENSMUSG00000032110
73265,ENSG00000145029,NICN1,Nicn1,ENSMUSG00000032606
73267,ENSG00000284873,OOSP1,Oosp1,ENSMUSG00000041857
73269,ENSG00000145050,MANF,Manf,ENSMUSG00000032575
73274,ENSG00000115041,KCNIP3,Kcnip3,ENSMUSG00000079056
73277,ENSG00000149507,OOSP2,Oosp2,ENSMUSG00000055895
73278,ENSG00000259956,RBM15B,Rbm15b,ENSMUSG00000074102
73279,ENSG00000145041,DCAF1,Dcaf1,ENSMUSG00000040325
73280,ENSG00000149516,MS4A3,Ms4a3,ENSMUSG00000024681
73281,ENSG00000090686,USP48,Usp48,ENSMUSG00000043411
73282,ENSG00000164080,RAD54L2,Rad54l2,ENSMUSG00000040661
73284,ENSG00000135905,DOCK10,Dock10,ENSMUSG00000038608
73285,ENSG00000066336,SPI1,Spi1,ENSMUSG00000002111
73290,ENSG00000157445,CACNA2D3,Cacna2d3,ENSMUSG00000021991
73327,ENSG00000172771,EFCAB12,Efcab12,ENSMUSG00000030321
73334,ENSG00000135899,SP110,Sp110,ENSMUSG00000070034
73340,ENSG00000163785,RYK,Ryk,ENSMUSG00000032547
73342,ENSG00000186409,CCDC30,Ccdc30,ENSMUSG00000028637
73353,ENSG00000178567,EPM2AIP1,Epm2aip1,ENSMUSG00000046785
73356,ENSG00000076242,MLH1,Mlh1,ENSMUSG00000032498
73360,ENSG00000151376,ME3,Me3,ENSMUSG00000030621
73361,ENSG00000115415,STAT1,Stat1,ENSMUSG00000026104
73364,ENSG00000150768,DLAT,Dlat,ENSMUSG00000000168
73368,ENSG00000162510,MATN1,Matn1,ENSMUSG00000040533
73370,ENSG00000116560,SFPQ,Sfpq,ENSMUSG00000028820
73371,ENSG00000116981,NT5C1A,Nt5c1a,ENSMUSG00000054958
73372,ENSG00000084072,PPIE,Ppie,ENSMUSG00000028651
73373,ENSG00000166741,NNMT,Nnmt,ENSMUSG00000032271
73375,ENSG00000185379,RAD51D,Rad51d,ENSMUSG00000018841
73381,ENSG00000181927,OR4P4,Or4p4,ENSMUSG00000111590
73384,ENSG00000171561,OR2AT4,Or2at4,ENSMUSG00000073998
73385,ENSG00000198754,OXCT2,Oxct2a,ENSMUSG00000076436
73386,ENSG00000198754,OXCT2,Oxct2b,ENSMUSG00000076438
73391,ENSG00000043514,TRIT1,Trit1,ENSMUSG00000028653
73392,ENSG00000149311,ATM,Atm,ENSMUSG00000034218
73393,ENSG00000161547,SRSF2,Srsf2,ENSMUSG00000034120
73394,ENSG00000220205,VAMP2,Vamp2,ENSMUSG00000020894
73396,ENSG00000007202,BLTP2,Bltp2,ENSMUSG00000010277
73400,ENSG00000168389,MFSD2A,Mfsd2a,ENSMUSG00000028655
73403,ENSG00000124422,USP22,Usp22,ENSMUSG00000042506
73412,ENSG00000240891,PLCXD2,Plcxd2,ENSMUSG00000087141
73414,ENSG00000109016,DHRS7B,Dhrs7b,ENSMUSG00000042569
73420,ENSG00000144824,PHLDB2,Phldb2,ENSMUSG00000033149
73421,ENSG00000162624,LHX8,Lhx8,ENSMUSG00000096225
73422,ENSG00000178307,TMEM11,Tmem11,ENSMUSG00000043284
73427,ENSG00000274180,NATD1,Natd1,ENSMUSG00000018931
73428,ENSG00000162643,DNAI3,Dnai3,ENSMUSG00000043020
73430,ENSG00000034152,MAP2K3,Map2k3,ENSMUSG00000018932
73431,ENSG00000055732,MCOLN3,Mcoln3,ENSMUSG00000036853
73433,ENSG00000144827,ABHD10,Abhd10,ENSMUSG00000033157
73438,ENSG00000204952,FBXO47,Fbxo47,ENSMUSG00000070336
73439,ENSG00000144834,TAGLN3,Tagln3,ENSMUSG00000022658
73446,ENSG00000097096,SYDE2,Syde2,ENSMUSG00000036863
73450,ENSG00000187736,NHEJ1,Nhej1,ENSMUSG00000026162
73451,ENSG00000117598,PLPPR5,Plppr5,ENSMUSG00000033342
73452,ENSG00000179348,GATA2,Gata2,ENSMUSG00000015053
73455,ENSG00000141034,GID4,Gid4,ENSMUSG00000018415
73463,ENSG00000108591,DRG2,Drg2,ENSMUSG00000020537
73464,ENSG00000154175,ABI3BP,Abi3bp,ENSMUSG00000035258
73465,ENSG00000143515,ATP8B2,Atp8b2,ENSMUSG00000060671
73466,ENSG00000124383,MPHOSPH10,Mphosph10,ENSMUSG00000030521
73472,ENSG00000160753,RUSC1,Rusc1,ENSMUSG00000041263
73474,ENSG00000068724,TTC7A,Ttc7,ENSMUSG00000036918
73476,ENSG00000091536,MYO15A,Myo15a,ENSMUSG00000042678
73477,ENSG00000116584,ARHGEF2,Arhgef2,ENSMUSG00000028059
73478,ENSG00000160808,MYL3,Myl3,ENSMUSG00000059741
73481,ENSG00000115085,ZAP70,Zap70,ENSMUSG00000026117
73485,ENSG00000091542,ALKBH5,Alkbh5,ENSMUSG00000042650
73486,ENSG00000221843,C2orf16,4932415D10Rik,ENSMUSG00000044581
73489,ENSG00000163528,CHCHD4,Chchd4,ENSMUSG00000034203
73490,ENSG00000115935,WIPF1,Wipf1,ENSMUSG00000075284
73492,ENSG00000177731,FLII,Flii,ENSMUSG00000002812
73493,ENSG00000143297,FCRL5,Fcrl5,ENSMUSG00000048031
73494,ENSG00000170876,TMEM43,Tmem43,ENSMUSG00000030095
73503,ENSG00000144029,MRPS5,Mrps5,ENSMUSG00000027374
73506,ENSG00000144677,CTDSPL,Ctdspl,ENSMUSG00000047409
73513,ENSG00000177302,TOP3A,Top3a,ENSMUSG00000002814
73518,ENSG00000162738,VANGL2,Vangl2,ENSMUSG00000026556
73523,ENSG00000145012,LPP,Lpp,ENSMUSG00000033306
73525,ENSG00000196504,PRPF40A,Prpf40a,ENSMUSG00000061136
73526,ENSG00000143258,USP21,Usp21,ENSMUSG00000053483
73529,ENSG00000207651,MIR28,Mir28a,ENSMUSG00000065494
73532,ENSG00000187098,MITF,Mitf,ENSMUSG00000035158
73539,ENSG00000131899,LLGL1,Llgl1,ENSMUSG00000020536
73540,ENSG00000171722,SPATA46,Spata46,ENSMUSG00000042800
73542,ENSG00000198574,SH2D1B,Sh2d1b2,ENSMUSG00000073494
73543,ENSG00000198574,SH2D1B,Sh2d1b1,ENSMUSG00000102418
73546,ENSG00000152332,UHMK1,Uhmk1,ENSMUSG00000026667
73547,ENSG00000162733,DDR2,Ddr2,ENSMUSG00000026674
73548,ENSG00000176974,SHMT1,Shmt1,ENSMUSG00000020534
73549,ENSG00000205639,MFSD2B,Mfsd2b,ENSMUSG00000037336
73550,ENSG00000163026,WDCP,Wdcp,ENSMUSG00000051721
73554,ENSG00000119782,FKBP1B,Fkbp1b,ENSMUSG00000020635
73555,ENSG00000075391,RASAL2,Rasal2,ENSMUSG00000070565
73556,ENSG00000115128,SF3B6,Sf3b6,ENSMUSG00000037361
73559,ENSG00000219626,FAM228B,Fam228b,ENSMUSG00000050545
73560,ENSG00000271503,CCL5,Ccl5,ENSMUSG00000035042
73569,ENSG00000240021,TEX35,Tex35,ENSMUSG00000026592
73582,ENSG00000176732,PFN4,Pfn4,ENSMUSG00000020639
73590,ENSG00000183873,SCN5A,Scn5a,ENSMUSG00000032511
73599,ENSG00000198399,ITSN2,Itsn2,ENSMUSG00000020640
73601,ENSG00000196660,SLC30A10,Slc30a10,ENSMUSG00000026614
73610,ENSG00000154380,ENAH,Enah,ENSMUSG00000022995
73635,ENSG00000162676,GFI1,Gfi1,ENSMUSG00000029275
73643,ENSG00000203667,COX20,Cox20,ENSMUSG00000026500
73653,ENSG00000081985,IL12RB2,Il12rb2,ENSMUSG00000018341
73659,ENSG00000186453,FAM228A,Fam228a,ENSMUSG00000079177
73660,ENSG00000163798,SLC4A1AP,Slc4a1ap,ENSMUSG00000029141
73664,ENSG00000177994,C2orf73,4930505A04Rik,ENSMUSG00000040919
73670,ENSG00000214595,EML6,Eml6,ENSMUSG00000044072
73672,ENSG00000162551,ALPL,Alpl,ENSMUSG00000028766
73673,ENSG00000168610,STAT3,Stat3,ENSMUSG00000004040
73674,ENSG00000115310,RTN4,Rtn4,ENSMUSG00000020458
73677,ENSG00000136634,IL10,Il10,ENSMUSG00000016529
73678,ENSG00000068885,IFT80,Ift80,ENSMUSG00000027778
73681,ENSG00000113810,SMC4,Smc4,ENSMUSG00000034349
73682,ENSG00000200086,RNU6-433P,Gm55901,ENSMUSG00002076853
73683,ENSG00000200086,RNU6-433P,Gm23194,ENSMUSG00000089438
73685,ENSG00000169764,UGP2,Ugp2,ENSMUSG00000001891
73687,ENSG00000054523,KIF1B,Kif1b,ENSMUSG00000063077
73688,ENSG00000172936,MYD88,Myd88,ENSMUSG00000032508
73689,ENSG00000163430,FSTL1,Fstl1,ENSMUSG00000022816
73690,ENSG00000068615,REEP1,Reep1,ENSMUSG00000052852
73694,ENSG00000065518,NDUFB4,Ndufb4,ENSMUSG00000022820
73695,ENSG00000157005,SST,Sst,ENSMUSG00000004366
73696,ENSG00000198471,RTP2,Rtp2,ENSMUSG00000047531
73698,ENSG00000113916,BCL6,Bcl6,ENSMUSG00000022508
73699,ENSG00000115561,CHMP3,Chmp3,ENSMUSG00000053119
73702,ENSG00000239305,RNF103,Rnf103,ENSMUSG00000052656
73707,ENSG00000174500,GCSAM,Gcsam,ENSMUSG00000022659
73709,ENSG00000129221,AIPL1,Aipl1,ENSMUSG00000040554
73710,ENSG00000144233,AMMECR1L,Ammecr1l,ENSMUSG00000041915
73712,ENSG00000172139,SLC9C1,Slc9c1,ENSMUSG00000033210
73713,ENSG00000063660,GPC1,Gpc1,ENSMUSG00000034220
73717,ENSG00000178623,GPR35,Gpr35,ENSMUSG00000026271
73718,ENSG00000174776,WDR49,Wdr49,ENSMUSG00000104301
73725,ENSG00000162927,PUS10,Pus10,ENSMUSG00000020280
73727,ENSG00000129195,PIMREG,Pimreg,ENSMUSG00000020808
73728,ENSG00000114115,RBP1,Rbp1,ENSMUSG00000046402
73733,ENSG00000162928,PEX13,Pex13,ENSMUSG00000020283
73735,ENSG00000171793,CTPS1,Ctps,ENSMUSG00000028633
73736,ENSG00000091622,PITPNM3,Pitpnm3,ENSMUSG00000040543
73743,ENSG00000162924,REL,Rel,ENSMUSG00000020275
73766,ENSG00000144504,ANKMY1,Ankmy1,ENSMUSG00000034212
73771,ENSG00000198920,KIAA0753,4933427D14Rik,ENSMUSG00000020807
73775,ENSG00000135744,AGT,Agt,ENSMUSG00000031980
73779,ENSG00000084623,EIF3I,Eif3i,ENSMUSG00000028798
73788,ENSG00000129235,TXNDC17,Txndc17,ENSMUSG00000020803
73796,ENSG00000108590,MED31,Med31,ENSMUSG00000020801
73801,ENSG00000256806,C17orf100,4930563E22Rik,ENSMUSG00000053574
73808,ENSG00000141485,SLC13A5,Slc13a5,ENSMUSG00000020805
73815,ENSG00000163263,CFAP141,Cfap141,ENSMUSG00000118506
73818,ENSG00000143612,C1orf43,4933434E20Rik,ENSMUSG00000027942
73819,ENSG00000132530,XAF1,Xaf1,ENSMUSG00000040483
73821,ENSG00000119185,ITGB1BP1,Itgb1bp1,ENSMUSG00000062352
73824,ENSG00000047457,CP,Cp,ENSMUSG00000003617
73826,ENSG00000177294,FBXO39,Fbxo39,ENSMUSG00000070388
73827,ENSG00000201129,SNORA58B,Gm24608,ENSMUSG00000077569
73828,ENSG00000160058,BSDC1,Bsdc1,ENSMUSG00000040859
73829,ENSG00000167858,TEKT1,Tekt1,ENSMUSG00000020799
73830,ENSG00000141068,KSR1,Ksr1,ENSMUSG00000018334
73831,ENSG00000119203,CPSF3,Cpsf3,ENSMUSG00000054309
73840,ENSG00000262165,C17orf114,Gm40193,ENSMUSG00000109833
73852,ENSG00000134330,IAH1,Iah1,ENSMUSG00000062054
73858,ENSG00000142687,KIAA0319L,AU040320,ENSMUSG00000028830
73870,ENSG00000239388,ASB14,Asb14,ENSMUSG00000021898
73871,ENSG00000141298,SSH2,Ssh2,ENSMUSG00000037926
73872,ENSG00000033867,SLC4A7,Slc4a7,ENSMUSG00000021733
73875,ENSG00000134308,YWHAQ,Ywhaq,ENSMUSG00000076432
73883,ENSG00000252657,SNORA70,Gm25116,ENSMUSG00000087816
73885,ENSG00000151694,ADAM17,Adam17,ENSMUSG00000052593
73894,ENSG00000116586,LAMTOR2,Lamtor2,ENSMUSG00000028062
73896,ENSG00000182866,LCK,Lck,ENSMUSG00000000409
73903,ENSG00000168505,GBX2,Gbx2,ENSMUSG00000034486
73905,ENSG00000157985,AGAP1,Agap1,ENSMUSG00000055013
73908,ENSG00000130762,ARHGEF16,Arhgef16,ENSMUSG00000029032
73911,ENSG00000158109,TPRG1L,Tprgl,ENSMUSG00000029030
73912,ENSG00000116213,WRAP73,Wrap73,ENSMUSG00000029029
73915,ENSG00000171951,SCG2,Scg2,ENSMUSG00000050711
73920,ENSG00000085449,WDFY1,Wdfy1,ENSMUSG00000073643
73921,ENSG00000162591,MEGF6,Megf6,ENSMUSG00000057751
73922,ENSG00000135900,MRPL44,Mrpl44,ENSMUSG00000026248
73924,ENSG00000135919,SERPINE2,Serpine2,ENSMUSG00000026249
73925,ENSG00000152056,AP1S3,Ap1s3,ENSMUSG00000054702
73926,ENSG00000081019,RSBN1,Rsbn1,ENSMUSG00000044098
73927,ENSG00000134242,PTPN22,Ptpn22,ENSMUSG00000027843
73929,ENSG00000153561,RMND5A,Rmnd5a,ENSMUSG00000002222
73934,ENSG00000153563,CD8A,Cd8a,ENSMUSG00000053977
73935,ENSG00000163539,CLASP2,Clasp2,ENSMUSG00000033392
73936,ENSG00000116044,NFE2L2,Nfe2l2,ENSMUSG00000015839
73938,ENSG00000188761,BCL2L15,Bcl2l15,ENSMUSG00000044165
73940,ENSG00000163349,HIPK1,Hipk1,ENSMUSG00000008730
73941,ENSG00000118655,DCLRE1B,Dclre1b,ENSMUSG00000027845
73942,ENSG00000203963,C1orf141,4921539E11Rik,ENSMUSG00000028520
73950,ENSG00000162496,DHRS3,Dhrs3,ENSMUSG00000066026
73951,ENSG00000169282,KCNAB1,Kcnab1,ENSMUSG00000027827
73955,ENSG00000188984,AADACL3,Aadacl3,ENSMUSG00000078507
73956,ENSG00000115758,ODC1,Odc1,ENSMUSG00000011179
73957,ENSG00000157330,CFAP107,Cfap107,ENSMUSG00000028589
74471,ENSG00000185013,NT5C1B,Nt5c1b,ENSMUSG00000020622
74731,ENSG00000204518,AADACL4,Aadacl4,ENSMUSG00000070609
74732,ENSG00000204518,AADACL4,Aadacl4fm1,ENSMUSG00000028593
74733,ENSG00000204518,AADACL4,Aadacl4fm4,ENSMUSG00000078505
74734,ENSG00000204518,AADACL4,AAdacl4fm3,ENSMUSG00000041735
74735,ENSG00000204518,AADACL4,Aadacl4fm5,ENSMUSG00000078504
74908,ENSG00000162594,IL23R,Il23r,ENSMUSG00000049093
75082,ENSG00000162494,LRRC38,Lrrc38,ENSMUSG00000028584
75083,ENSG00000143669,LYST,Lyst,ENSMUSG00000019726
75084,ENSG00000233757,ZNF892,Zfp772,ENSMUSG00000066838
75085,ENSG00000233757,ZNF892,Zfp773,ENSMUSG00000063535
75086,ENSG00000233757,ZNF892,Zfp954,ENSMUSG00000062116
75087,ENSG00000071054,MAP4K4,Map4k4,ENSMUSG00000026074
75090,ENSG00000187833,C2orf78,4930433I11Rik,ENSMUSG00000091692
75091,ENSG00000187833,C2orf78,Gm5591,ENSMUSG00000060565
75092,ENSG00000187833,C2orf78,Gm5592,ENSMUSG00000072259
75093,ENSG00000187833,C2orf78,Gm5114,ENSMUSG00000053742
75094,ENSG00000187833,C2orf78,Gm4884,ENSMUSG00000048312
75101,ENSG00000173699,SPATA3,Spata3,ENSMUSG00000026226
75104,ENSG00000184292,TACSTD2,Tacstd2,ENSMUSG00000051397
75106,ENSG00000162601,MYSM1,Mysm1,ENSMUSG00000062627
75107,ENSG00000283428,CCDC195,Gm45261,ENSMUSG00000110100
75115,ENSG00000144366,GULP1,Gulp1,ENSMUSG00000056870
75118,ENSG00000116661,FBXO2,Fbxo2,ENSMUSG00000041556
75119,ENSG00000132879,FBXO44,Fbxo44,ENSMUSG00000029001
75120,ENSG00000151779,NBAS,Nbas,ENSMUSG00000020576
75121,ENSG00000116663,FBXO6,Fbxo6,ENSMUSG00000055401
75122,ENSG00000162490,DRAXIN,Draxin,ENSMUSG00000029005
75123,ENSG00000117133,RPF1,Rpf1,ENSMUSG00000028187
75124,ENSG00000174021,GNG5,Gng5,ENSMUSG00000068523
75126,ENSG00000117151,CTBS,Ctbs,ENSMUSG00000028189
75130,ENSG00000117155,SSX2IP,Ssx2ip,ENSMUSG00000036825
75216,ENSG00000116670,MAD2L2,Mad2l2,ENSMUSG00000029003
75223,ENSG00000119042,SATB2,Satb2,ENSMUSG00000038331
75232,ENSG00000257315,ZBED6,Zbed6,ENSMUSG00000094410
75234,ENSG00000117394,SLC2A1,Slc2a1,ENSMUSG00000028645
75235,ENSG00000153234,NR4A2,Nr4a2,ENSMUSG00000026826
75237,ENSG00000177272,KCNA3,Kcna3,ENSMUSG00000047959
75240,ENSG00000162711,NLRP3,Nlrp3,ENSMUSG00000032691
75241,ENSG00000205111,CDKL4,Cdkl4,ENSMUSG00000033966
75243,ENSG00000189362,NEMP2,Nemp2,ENSMUSG00000043015
75247,ENSG00000115760,BIRC6,Birc6,ENSMUSG00000024073
75249,ENSG00000116701,NCF2,Ncf2,ENSMUSG00000026480
75251,ENSG00000187140,FOXD3,Foxd3,ENSMUSG00000067261
75260,ENSG00000088035,ALG6,Alg6,ENSMUSG00000073792
75268,ENSG00000151418,ATP6V1G3,Atp6v1g3,ENSMUSG00000026394
75274,ENSG00000074054,CLASP1,Clasp1,ENSMUSG00000064302
75275,ENSG00000207975,MIR181B1,Mir181b-1,ENSMUSG00000065458
75276,ENSG00000207759,MIR181A1,Mir181a-1,ENSMUSG00000065565
75277,ENSG00000081237,PTPRC,Ptprc,ENSMUSG00000026395
75288,ENSG00000125459,MSTO1,Msto1,ENSMUSG00000068922
75308,ENSG00000143365,RORC,Rorc,ENSMUSG00000028150
75315,ENSG00000162909,CAPN2,Capn2,ENSMUSG00000026509
75334,ENSG00000143514,TP53BP2,Trp53bp2,ENSMUSG00000026510
75340,ENSG00000127074,RGS13,Rgs13,ENSMUSG00000051079
75351,ENSG00000116741,RGS2,Rgs2,ENSMUSG00000026360
75354,ENSG00000223075,RN7SKP126,Gm55378,ENSMUSG00002076799
75357,ENSG00000143575,HAX1,Hax1,ENSMUSG00000027944
75362,ENSG00000198715,GLMP,Glmp,ENSMUSG00000001418
75367,ENSG00000176092,CRYBG2,Crybg2,ENSMUSG00000012123
75372,ENSG00000143643,TTC13,Ttc13,ENSMUSG00000037300
75374,ENSG00000173409,ARV1,Arv1,ENSMUSG00000031982
75379,ENSG00000160055,TMEM234,Tmem234,ENSMUSG00000028797
75386,ENSG00000116717,GADD45A,Gadd45a,ENSMUSG00000036390
75388,ENSG00000172380,GNG12,Gng12,ENSMUSG00000036402
75391,ENSG00000116729,WLS,Wls,ENSMUSG00000028173
75398,ENSG00000196482,ESRRG,Esrrg,ENSMUSG00000026610
75407,ENSG00000160716,CHRNB2,Chrnb2,ENSMUSG00000027950
75408,ENSG00000143603,KCNN3,Kcnn3,ENSMUSG00000000794
75411,ENSG00000282881,TMEM275,Tmem275,ENSMUSG00000034185
75414,ENSG00000203784,LELP1,Lelp1,ENSMUSG00000027927
75416,ENSG00000203783,PRR9,Prr9,ENSMUSG00000056270
75425,ENSG00000159527,PGLYRP3,Pglyrp3,ENSMUSG00000042244
75433,ENSG00000163218,PGLYRP4,Pglyrp4,ENSMUSG00000042250
75442,ENSG00000163220,S100A9,S100a9,ENSMUSG00000056071
75443,ENSG00000163220,S100A9,Gm5849,ENSMUSG00000096621
75449,ENSG00000143546,S100A8,S100a8,ENSMUSG00000056054
75460,ENSG00000186891,TNFRSF18,Tnfrsf18,ENSMUSG00000041954
75465,ENSG00000078808,SDF4,Sdf4,ENSMUSG00000029076
75468,ENSG00000176022,B3GALT6,B3galt6,ENSMUSG00000050796
75469,ENSG00000184163,C1QTNF12,C1qtnf12,ENSMUSG00000023571
75471,ENSG00000160087,UBE2J2,Ube2j2,ENSMUSG00000023286
75478,ENSG00000023902,PLEKHO1,Plekho1,ENSMUSG00000015745
75481,ENSG00000143401,ANP32E,Anp32e,ENSMUSG00000015749
75485,ENSG00000118298,CA14,Car14,ENSMUSG00000038526
75486,ENSG00000117362,APH1A,Aph1a,ENSMUSG00000015750
75487,ENSG00000118292,C1orf54,BC028528,ENSMUSG00000038543
75489,ENSG00000159208,CIART,Ciart,ENSMUSG00000038550
75490,ENSG00000266472,MRPS21,Mrps21,ENSMUSG00000054312
75491,ENSG00000117360,PRPF3,Prpf3,ENSMUSG00000015748
75492,ENSG00000131584,ACAP3,Acap3,ENSMUSG00000029033
75493,ENSG00000127054,INTS11,Ints11,ENSMUSG00000029034
75504,ENSG00000151690,MFSD6,Mfsd6,ENSMUSG00000041439
75515,ENSG00000134323,MYCN,Mycs,ENSMUSG00000044597
75519,ENSG00000188738,FSIP2,Fsip2,ENSMUSG00000075249
75526,ENSG00000065548,ZC3H15,Zc3h15,ENSMUSG00000027091
75529,ENSG00000213639,PPP1CB,Ppp1cb,ENSMUSG00000014956
75530,ENSG00000186281,GPAT2,Gpat2,ENSMUSG00000046338
75535,ENSG00000157827,FMNL2,Fmnl2,ENSMUSG00000036053
75538,ENSG00000224051,CPTP,Cptp,ENSMUSG00000029073
75539,ENSG00000169962,TAS1R3,Tas1r3,ENSMUSG00000029072
75540,ENSG00000107404,DVL1,Dvl1,ENSMUSG00000029071
75544,ENSG00000162576,MXRA8,Mxra8,ENSMUSG00000029070
75567,ENSG00000175756,AURKAIP1,Aurkaip1,ENSMUSG00000065990
75568,ENSG00000118263,KLF7,Klf7,ENSMUSG00000025959
75571,ENSG00000186501,TMEM222,Tmem222,ENSMUSG00000028857
75572,ENSG00000183733,FIGLA,Figla,ENSMUSG00000030001
75574,ENSG00000152672,CLEC4F,Clec4f,ENSMUSG00000014542
75576,ENSG00000116031,CD207,Cd207,ENSMUSG00000034783
75577,ENSG00000144043,TEX261,Tex261,ENSMUSG00000014748
75578,ENSG00000206888,RNU6-48P,Gm24707,ENSMUSG00000119754
75580,ENSG00000142765,SYTL1,Sytl1,ENSMUSG00000028860
75585,ENSG00000162999,DUSP19,Dusp19,ENSMUSG00000027001
75587,ENSG00000163002,NUP35,Nup35,ENSMUSG00000026999
75588,ENSG00000142733,MAP3K6,Map3k6,ENSMUSG00000028862
75589,ENSG00000061676,NCKAP1,Nckap1,ENSMUSG00000027002
75590,ENSG00000174950,CD164L2,Cd164l2,ENSMUSG00000028865
75593,ENSG00000136631,VPS45,Vps45,ENSMUSG00000015747
75594,ENSG00000130294,KIF1A,Kif1a,ENSMUSG00000014602
75595,ENSG00000160712,IL6R,Il6ra,ENSMUSG00000027947
75596,ENSG00000117054,ACADM,Acadm,ENSMUSG00000062908
75597,ENSG00000179456,ZBTB18,Zbtb18,ENSMUSG00000063659
75606,ENSG00000188807,TMEM201,Tmem201,ENSMUSG00000044700
75609,ENSG00000171603,CLSTN1,Clstn1,ENSMUSG00000039953
75611,ENSG00000163166,IWS1,Iws1,ENSMUSG00000024384
75614,ENSG00000178585,CTNNBIP1,Ctnnbip1,ENSMUSG00000028988
75622,ENSG00000162441,LZIC,Lzic,ENSMUSG00000028990
75625,ENSG00000115902,SLC1A4,Slc1a4,ENSMUSG00000020142
75630,ENSG00000174827,PDZK1,Pdzk1,ENSMUSG00000038298
75633,ENSG00000138069,RAB1A,Rab1a,ENSMUSG00000020149
75634,ENSG00000117281,CD160,Cd160,ENSMUSG00000038304
75637,ENSG00000138071,ACTR2,Actr2,ENSMUSG00000020152
75638,ENSG00000265491,RNF115,Rnf115,ENSMUSG00000028098
75639,ENSG00000186141,POLR3C,Polr3c,ENSMUSG00000028099
75640,ENSG00000085982,USP40,Usp40,ENSMUSG00000005501
75641,ENSG00000171608,PIK3CD,Pik3cd,ENSMUSG00000039936
75646,ENSG00000115365,LANCL1,Lancl1,ENSMUSG00000026000
75650,ENSG00000117560,FASLG,Fasl,ENSMUSG00000000817
75651,ENSG00000021826,CPS1,Cps1,ENSMUSG00000025991
75748,ENSG00000049245,VAMP3,Vamp3,ENSMUSG00000028955
75750,ENSG00000049246,PER3,Per3,ENSMUSG00000028957
75755,ENSG00000049247,UTS2,Uts2,ENSMUSG00000028963
75756,ENSG00000021574,SPAST,Spast,ENSMUSG00000024068
75757,ENSG00000049249,TNFRSF9,Tnfrsf9,ENSMUSG00000028965
75759,ENSG00000116288,PARK7,Park7,ENSMUSG00000028964
75763,ENSG00000116285,ERRFI1,Errfi1,ENSMUSG00000028967
75765,ENSG00000162368,CMPK1,Cmpk1,ENSMUSG00000028719
75771,ENSG00000175262,C1orf127,Gm572,ENSMUSG00000070577
75776,ENSG00000212257,RNU6-1176P,Gm55402,ENSMUSG00002075615
75778,ENSG00000199135,MIR101-1,Mir101a,ENSMUSG00000065451
75793,ENSG00000144406,UNC80,Unc80,ENSMUSG00000055567
75795,ENSG00000082497,SERTAD4,Sertad4,ENSMUSG00000016262
75799,ENSG00000132768,DPH2,Dph2,ENSMUSG00000028540
75800,ENSG00000162434,JAK1,Jak1,ENSMUSG00000028530
75804,ENSG00000078018,MAP2,Map2,ENSMUSG00000015222
75806,ENSG00000230667,SETSIP,Set,ENSMUSG00000054766
75807,ENSG00000142867,BCL10,Bcl10,ENSMUSG00000028191
75808,ENSG00000077152,UBE2T,Ube2t,ENSMUSG00000026429
75809,ENSG00000153827,TRIP12,Trip12,ENSMUSG00000026219
75818,ENSG00000163545,NUAK2,Nuak2,ENSMUSG00000009772
75819,ENSG00000162873,KLHDC8A,Klhdc8a,ENSMUSG00000042115
75822,ENSG00000186007,LEMD1,Lemd1,ENSMUSG00000079330
75826,ENSG00000162736,NCSTN,Ncstn,ENSMUSG00000003458
75829,ENSG00000196352,CD55,Cd55,ENSMUSG00000026399
75830,ENSG00000196352,CD55,Cd55b,ENSMUSG00000026401
75832,ENSG00000117322,CR2,Cr2,ENSMUSG00000026616
75833,ENSG00000153214,TMEM87B,Tmem87b,ENSMUSG00000014353
75835,ENSG00000055917,PUM2,Pum2,ENSMUSG00000020594
75836,ENSG00000203710,CR1,Cr1l,ENSMUSG00000016481
75838,ENSG00000130508,PXDN,Pxdn,ENSMUSG00000020674
75840,ENSG00000274059,RNA5SP534,Gm54863,ENSMUSG00002074909
75841,ENSG00000143469,SYT14,Syt14,ENSMUSG00000016200
75843,ENSG00000092847,AGO1,Ago1,ENSMUSG00000041530
75844,ENSG00000035115,SH3YL1,Sh3yl1,ENSMUSG00000020669
75848,ENSG00000126070,AGO3,Ago3,ENSMUSG00000028842
75858,ENSG00000143816,WNT9A,Wnt9a,ENSMUSG00000000126
75862,ENSG00000143761,ARF1,Arf1,ENSMUSG00000048076
75863,ENSG00000143727,ACP1,Acp1,ENSMUSG00000044573
75864,ENSG00000185630,PBX1,Pbx1,ENSMUSG00000052534
75871,ENSG00000142784,WDTC1,Wdtc1,ENSMUSG00000037622
75875,ENSG00000158195,WASF2,Wasf2,ENSMUSG00000028868
75883,ENSG00000207087,RNU6-242P,Gm22845,ENSMUSG00000088337
